,Track_ID,Track_Name,Artist_Name,Artist_ID,Artist_followers,Artist_genres,Artist_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,Unnamed: 0,Position_two_wks,Track Name,Artist_two_wks,Streams_two_wks,URL_two_wks,Position_one_wk,Artist_one_wk,Streams_one_wk,URL_one_wk,neg_lyric_score,neu_lyric_score,pos_lyric_score,com_lyric_score,neg_twitter_artist_score,neu_twitter_artist_score,pos_twitter_artist_score,com_twitter_artist_score
0,1e9oZCCiX42nJl0AcqriVo,Watermelon Sugar,Harry Styles,6KImCVD70vtIoJWnq6nGn3,5400103,"['dance pop', 'pop', 'post-teen pop']",88,0.548,0.816,0,-4.209,1,0.0465,0.122,0.0,0.335,0.557,95.39,0.816,1e9oZCCiX42nJl0AcqriVo,spotify:track:1e9oZCCiX42nJl0AcqriVo,https://api.spotify.com/v1/tracks/1e9oZCCiX42nJl0AcqriVo,https://api.spotify.com/v1/audio-analysis/1e9oZCCiX42nJl0AcqriVo,174000,4,183,,Watermelon Sugar,,,,21,Harry Styles,13067797,https://open.spotify.com/track/1e9oZCCiX42nJl0AcqriVo,0,0,0,0,0,0,0,0
1,3GRSqlALWISqLeNncZMbpX,Mean It,Lauv,5JZ7CnR6gTvEMKX4g70Amv,1959296,['pop'],90,0.746,0.45,7,-8.543,1,0.0872,0.0407,0.0,0.172,0.336,95.998,0.45,3GRSqlALWISqLeNncZMbpX,spotify:track:3GRSqlALWISqLeNncZMbpX,https://api.spotify.com/v1/tracks/3GRSqlALWISqLeNncZMbpX,https://api.spotify.com/v1/audio-analysis/3GRSqlALWISqLeNncZMbpX,232853,4,184,,Mean It,,,,27,Lauv,12015729,https://open.spotify.com/track/3GRSqlALWISqLeNncZMbpX,0,0,0,0,0,0,0,0
2,3i9UVldZOE0aD0JnyfAZZ0,Lover (Remix) [feat. Shawn Mendes],Taylor Swift,06HL4z0CvFAxyc27GXpf02,24694043,"['pop', 'post-teen pop']",95,0.448,0.603,7,-7.176,1,0.064,0.433,0.0,0.0862,0.422,205.272,0.603,3i9UVldZOE0aD0JnyfAZZ0,spotify:track:3i9UVldZOE0aD0JnyfAZZ0,https://api.spotify.com/v1/tracks/3i9UVldZOE0aD0JnyfAZZ0,https://api.spotify.com/v1/audio-analysis/3i9UVldZOE0aD0JnyfAZZ0,221307,3,185,,Lover (Remix) [feat. Shawn Mendes],,,,33,Taylor Swift,11458619,https://open.spotify.com/track/3i9UVldZOE0aD0JnyfAZZ0,0,0,0,0,0,0,0,0
3,1mpD5Q8IM32I4bF6eCpU74,Up All Night,Khalid,6LuN9FCkKOj5PcnpouEgny,9452107,"['alternative r&b', 'pop']",96,0.665,0.712,1,-7.536,1,0.0527,0.00103,0.00342,0.102,0.669,93.989,0.712,1mpD5Q8IM32I4bF6eCpU74,spotify:track:1mpD5Q8IM32I4bF6eCpU74,https://api.spotify.com/v1/tracks/1mpD5Q8IM32I4bF6eCpU74,https://api.spotify.com/v1/audio-analysis/1mpD5Q8IM32I4bF6eCpU74,157220,4,186,,Up All Night,,,,51,Khalid,8804919,https://open.spotify.com/track/1mpD5Q8IM32I4bF6eCpU74,0,0,0,0,0,0,0,0
4,4TnjEaWOeW0eKTKIEvJyCa,Falling,Trevor Daniel,7uaIm6Pw7xplS8Dy06V6pT,72334,"['alternative r&b', 'melodic rap']",80,0.784,0.43,10,-8.756,0,0.0364,0.123,0.0,0.0887,0.236,127.087,0.43,4TnjEaWOeW0eKTKIEvJyCa,spotify:track:4TnjEaWOeW0eKTKIEvJyCa,https://api.spotify.com/v1/tracks/4TnjEaWOeW0eKTKIEvJyCa,https://api.spotify.com/v1/audio-analysis/4TnjEaWOeW0eKTKIEvJyCa,159382,4,187,,Falling,,,,64,Trevor Daniel,7610731,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa,0,0,0,0,0,0,0,0
5,7jzldCBnJjpJM3epzJ85KE,Tongue Tied (with YUNGBLUD & blackbear),Marshmello,64KEffDW9EtZ1y2vBYgq8T,18720303,"['brostep', 'progressive electro house']",90,0.628,0.821,1,-2.721,0,0.0525,0.0208,0.0,0.426,0.465,93.001,0.821,7jzldCBnJjpJM3epzJ85KE,spotify:track:7jzldCBnJjpJM3epzJ85KE,https://api.spotify.com/v1/tracks/7jzldCBnJjpJM3epzJ85KE,https://api.spotify.com/v1/audio-analysis/7jzldCBnJjpJM3epzJ85KE,186024,4,188,,Tongue Tied (with YUNGBLUD & blackbear),,,,72,Marshmello,7250495,https://open.spotify.com/track/7jzldCBnJjpJM3epzJ85KE,0,0,0,0,0,0,0,0
6,6JsHgIkMYHcbNtKfsal2Mg,Jerry Sprunger (with T-Pain),Tory Lanez,2jku7tDXc6XoB6MO2hFuqg,2613851,"['canadian hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'toronto rap', 'trap']",88,0.76,0.746,0,-5.331,0,0.227,0.137,0.0,0.0905,0.449,100.011,0.746,6JsHgIkMYHcbNtKfsal2Mg,spotify:track:6JsHgIkMYHcbNtKfsal2Mg,https://api.spotify.com/v1/tracks/6JsHgIkMYHcbNtKfsal2Mg,https://api.spotify.com/v1/audio-analysis/6JsHgIkMYHcbNtKfsal2Mg,233546,4,189,,Jerry Sprunger (with T-Pain),,,,85,Tory Lanez,6740180,https://open.spotify.com/track/6JsHgIkMYHcbNtKfsal2Mg,0,0,0,0,0,0,0,0
7,364spZLB5bhNlnPrzvUB41,Reply (feat. Lil Uzi Vert),A Boogie Wit da Hoodie,31W5EY0aAly4Qieq6OFu6I,3698466,"['melodic rap', 'pop rap', 'rap', 'trap']",91,0.512,0.623,9,-6.553,0,0.0808,0.0187,0.0,0.13,0.219,112.15,0.623,364spZLB5bhNlnPrzvUB41,spotify:track:364spZLB5bhNlnPrzvUB41,https://api.spotify.com/v1/tracks/364spZLB5bhNlnPrzvUB41,https://api.spotify.com/v1/audio-analysis/364spZLB5bhNlnPrzvUB41,183589,5,190,,Reply (feat. Lil Uzi Vert),,,,86,A Boogie Wit da Hoodie,6725748,https://open.spotify.com/track/364spZLB5bhNlnPrzvUB41,0,0,0,0,0,0,0,0
8,1jg9clsGCDqOumfS0X5xm9,Living Proof,Camila Cabello,4nDoRrQiYLoBzwC5BhVJzF,13281202,"['dance pop', 'pop', 'post-teen pop']",94,0.735,0.514,7,-5.464,1,0.082,0.109,0.0,0.359,0.517,77.566,0.514,1jg9clsGCDqOumfS0X5xm9,spotify:track:1jg9clsGCDqOumfS0X5xm9,https://api.spotify.com/v1/tracks/1jg9clsGCDqOumfS0X5xm9,https://api.spotify.com/v1/audio-analysis/1jg9clsGCDqOumfS0X5xm9,194440,4,191,,Living Proof,,,,101,Camila Cabello,6163667,https://open.spotify.com/track/1jg9clsGCDqOumfS0X5xm9,0,0,0,0,0,0,0,0
9,5stPVcRqb4qixbafP9e8lt,Hola - Remix,Dalex,0KPX4Ucy9dk82uj4GpKesn,649409,"['latin', 'r&b en espanol']",91,0.654,0.672,0,-5.98,0,0.311,0.471,0.0,0.0781,0.343,181.857,0.672,5stPVcRqb4qixbafP9e8lt,spotify:track:5stPVcRqb4qixbafP9e8lt,https://api.spotify.com/v1/tracks/5stPVcRqb4qixbafP9e8lt,https://api.spotify.com/v1/audio-analysis/5stPVcRqb4qixbafP9e8lt,249520,4,192,,Hola - Remix,,,,142,Dalex,5239407,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt,0,0,0,0,0,0,0,0
10,0lizgQ7Qw35od7CYaoMBZb,Santa Tell Me,Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,38897364,"['dance pop', 'pop', 'post-teen pop']",96,0.525,0.621,7,-7.364,1,0.116,0.0489,0.0,0.294,0.591,191.9,0.621,0lizgQ7Qw35od7CYaoMBZb,spotify:track:0lizgQ7Qw35od7CYaoMBZb,https://api.spotify.com/v1/tracks/0lizgQ7Qw35od7CYaoMBZb,https://api.spotify.com/v1/audio-analysis/0lizgQ7Qw35od7CYaoMBZb,204093,4,193,,Santa Tell Me,,,,152,Ariana Grande,5121609,https://open.spotify.com/track/0lizgQ7Qw35od7CYaoMBZb,0,0,0,0,0,0,0,0
11,2rc7BkzO8qepMFAxHtOrXc,Blanco,J Balvin,1vyhD5VmyZ7KMfW5gqLgo5,16475449,"['latin', 'reggaeton']",99,0.87,0.706,9,-5.395,0,0.126,0.0253,0.0063,0.0872,0.593,100.013,0.706,2rc7BkzO8qepMFAxHtOrXc,spotify:track:2rc7BkzO8qepMFAxHtOrXc,https://api.spotify.com/v1/tracks/2rc7BkzO8qepMFAxHtOrXc,https://api.spotify.com/v1/audio-analysis/2rc7BkzO8qepMFAxHtOrXc,145800,4,194,,Blanco,,,,157,J Balvin,4959133,https://open.spotify.com/track/2rc7BkzO8qepMFAxHtOrXc,0,0,0,0,0,0,0,0
12,6LcauUZjF1eXQrgqMUecHX,Ayy Macarena,Tyga,5LHRHt1k9lMyONurDHEdrp,5220379,"['hip hop', 'pop rap', 'rap', 'trap']",91,0.816,0.63,2,-5.568,1,0.226,0.133,0.0,0.0692,0.715,96.493,0.63,6LcauUZjF1eXQrgqMUecHX,spotify:track:6LcauUZjF1eXQrgqMUecHX,https://api.spotify.com/v1/tracks/6LcauUZjF1eXQrgqMUecHX,https://api.spotify.com/v1/audio-analysis/6LcauUZjF1eXQrgqMUecHX,131607,4,195,,Ayy Macarena,,,,159,Tyga,4859062,https://open.spotify.com/track/6LcauUZjF1eXQrgqMUecHX,0,0,0,0,0,0,0,0
13,5YxP1CkunbhUQVvctFOHa7,fuck 3x,tha Supreme,19i93sA0D7yS9dYoVNBqAA,390555,['trap italiana'],87,0.655,0.814,5,-5.472,0,0.0823,0.0698,0.0,0.107,0.69,180.082,0.814,5YxP1CkunbhUQVvctFOHa7,spotify:track:5YxP1CkunbhUQVvctFOHa7,https://api.spotify.com/v1/tracks/5YxP1CkunbhUQVvctFOHa7,https://api.spotify.com/v1/audio-analysis/5YxP1CkunbhUQVvctFOHa7,161266,4,196,,fuck 3x,,,,164,tha Supreme,4777307,https://open.spotify.com/track/5YxP1CkunbhUQVvctFOHa7,0,0,0,0,0,0,0,0
14,6IRdLKIyS4p7XNiP8r6rsx,all the good girls go to hell,Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,16487066,"['electropop', 'pop']",97,0.726,0.444,8,-8.922,0,0.372,0.283,0.143,0.177,0.569,185.044,0.444,6IRdLKIyS4p7XNiP8r6rsx,spotify:track:6IRdLKIyS4p7XNiP8r6rsx,https://api.spotify.com/v1/tracks/6IRdLKIyS4p7XNiP8r6rsx,https://api.spotify.com/v1/audio-analysis/6IRdLKIyS4p7XNiP8r6rsx,168840,4,197,,all the good girls go to hell,,,,188,Billie Eilish,4531067,https://open.spotify.com/track/6IRdLKIyS4p7XNiP8r6rsx,0,0,0,0,0,0,0,0
15,27qRmG3zOWPvMYUkpPdQ1g,Gan-Ga - Remix,Bryant Myers,6w9ToX5slZ4uIdmD17hJ3c,3062002,"['latin', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']",82,0.861,0.572,6,-6.537,0,0.415,0.382,0.0,0.0853,0.396,90.052,0.572,27qRmG3zOWPvMYUkpPdQ1g,spotify:track:27qRmG3zOWPvMYUkpPdQ1g,https://api.spotify.com/v1/tracks/27qRmG3zOWPvMYUkpPdQ1g,https://api.spotify.com/v1/audio-analysis/27qRmG3zOWPvMYUkpPdQ1g,193363,4,199,,Gan-Ga - Remix,,,,197,Bryant Myers,4409061,https://open.spotify.com/track/27qRmG3zOWPvMYUkpPdQ1g,0,0,0,0,0,0,0,0
16,63VyEdzMM3w4ZQ1WtARa2S,Takeaway,The Chainsmokers,69GGBxA162lTqCwzJG5jLp,14625745,"['electropop', 'pop', 'tropical house']",90,0.294,0.505,3,-8.106,1,0.042,0.12,0.0,0.0977,0.357,85.332,0.505,63VyEdzMM3w4ZQ1WtARa2S,spotify:track:63VyEdzMM3w4ZQ1WtARa2S,https://api.spotify.com/v1/tracks/63VyEdzMM3w4ZQ1WtARa2S,https://api.spotify.com/v1/audio-analysis/63VyEdzMM3w4ZQ1WtARa2S,209893,1,182,,Takeaway,,,,44,The Chainsmokers,9000571,https://open.spotify.com/track/63VyEdzMM3w4ZQ1WtARa2S,0,0,0,0,0,0,0,0
17,63VyEdzMM3w4ZQ1WtARa2S,Takeaway,The Chainsmokers,69GGBxA162lTqCwzJG5jLp,14625745,"['electropop', 'pop', 'tropical house']",90,0.294,0.505,3,-8.106,1,0.042,0.12,0.0,0.0977,0.357,85.332,0.505,63VyEdzMM3w4ZQ1WtARa2S,spotify:track:63VyEdzMM3w4ZQ1WtARa2S,https://api.spotify.com/v1/tracks/63VyEdzMM3w4ZQ1WtARa2S,https://api.spotify.com/v1/audio-analysis/63VyEdzMM3w4ZQ1WtARa2S,209893,1,182,,Takeaway,,,,44,The Chainsmokers,9000571,https://open.spotify.com/track/63VyEdzMM3w4ZQ1WtARa2S,0,0,0,0,0,0,0,0
18,2W4yABdLc4Jnds67Poi5Nl,Yellow Hearts,Ant Saunders,4jpsw9CQS439N0B7SecMgf,14173,['pop'],76,0.865,0.438,7,-8.943,1,0.0719,0.177,0.0,0.0743,0.695,129.038,0.438,2W4yABdLc4Jnds67Poi5Nl,spotify:track:2W4yABdLc4Jnds67Poi5Nl,https://api.spotify.com/v1/tracks/2W4yABdLc4Jnds67Poi5Nl,https://api.spotify.com/v1/audio-analysis/2W4yABdLc4Jnds67Poi5Nl,223258,4,183,,Yellow Hearts,,,,49,Ant Saunders,8879641,https://open.spotify.com/track/20JtELGPfOAMq7FpUt8eSM,0,0,0,0,0,0,0,0
19,2W4yABdLc4Jnds67Poi5Nl,Yellow Hearts,Ant Saunders,4jpsw9CQS439N0B7SecMgf,14173,['pop'],76,0.865,0.438,7,-8.943,1,0.0719,0.177,0.0,0.0743,0.695,129.038,0.438,2W4yABdLc4Jnds67Poi5Nl,spotify:track:2W4yABdLc4Jnds67Poi5Nl,https://api.spotify.com/v1/tracks/2W4yABdLc4Jnds67Poi5Nl,https://api.spotify.com/v1/audio-analysis/2W4yABdLc4Jnds67Poi5Nl,223258,4,183,,Yellow Hearts,,,,49,Ant Saunders,8879641,https://open.spotify.com/track/20JtELGPfOAMq7FpUt8eSM,0,0,0,0,0,0,0,0
20,598yNsG1JFrGd4n2kMoz7F,Woah,Lil Baby,5f7VJjfbwm532GiveGC0ZK,3014831,"['atl hip hop', 'atl trap', 'pop rap', 'rap', 'trap']",92,0.882,0.602,11,-5.554,1,0.245,0.0177,0.0,0.178,0.43,142.959,0.602,598yNsG1JFrGd4n2kMoz7F,spotify:track:598yNsG1JFrGd4n2kMoz7F,https://api.spotify.com/v1/tracks/598yNsG1JFrGd4n2kMoz7F,https://api.spotify.com/v1/audio-analysis/598yNsG1JFrGd4n2kMoz7F,183011,4,184,,Woah,,,,56,Lil Baby,8003940,https://open.spotify.com/track/598yNsG1JFrGd4n2kMoz7F,0,0,0,0,0,0,0,0
21,598yNsG1JFrGd4n2kMoz7F,Woah,Lil Baby,5f7VJjfbwm532GiveGC0ZK,3014831,"['atl hip hop', 'atl trap', 'pop rap', 'rap', 'trap']",92,0.882,0.602,11,-5.554,1,0.245,0.0177,0.0,0.178,0.43,142.959,0.602,598yNsG1JFrGd4n2kMoz7F,spotify:track:598yNsG1JFrGd4n2kMoz7F,https://api.spotify.com/v1/tracks/598yNsG1JFrGd4n2kMoz7F,https://api.spotify.com/v1/audio-analysis/598yNsG1JFrGd4n2kMoz7F,183011,4,184,,Woah,,,,56,Lil Baby,8003940,https://open.spotify.com/track/598yNsG1JFrGd4n2kMoz7F,0,0,0,0,0,0,0,0
22,0oR0Wr9N52K1vbAOuGvMJz,blun7 a swishland,tha Supreme,19i93sA0D7yS9dYoVNBqAA,390555,['trap italiana'],87,0.692,0.792,7,-5.984,1,0.245,0.13,0.0,0.255,0.566,129.883,0.792,0oR0Wr9N52K1vbAOuGvMJz,spotify:track:0oR0Wr9N52K1vbAOuGvMJz,https://api.spotify.com/v1/tracks/0oR0Wr9N52K1vbAOuGvMJz,https://api.spotify.com/v1/audio-analysis/0oR0Wr9N52K1vbAOuGvMJz,167760,4,185,,blun7 a swishland,,,,63,tha Supreme,7426611,https://open.spotify.com/track/0oR0Wr9N52K1vbAOuGvMJz,0,0,0,0,0,0,0,0
23,0oR0Wr9N52K1vbAOuGvMJz,blun7 a swishland,tha Supreme,19i93sA0D7yS9dYoVNBqAA,390555,['trap italiana'],87,0.692,0.792,7,-5.984,1,0.245,0.13,0.0,0.255,0.566,129.883,0.792,0oR0Wr9N52K1vbAOuGvMJz,spotify:track:0oR0Wr9N52K1vbAOuGvMJz,https://api.spotify.com/v1/tracks/0oR0Wr9N52K1vbAOuGvMJz,https://api.spotify.com/v1/audio-analysis/0oR0Wr9N52K1vbAOuGvMJz,167760,4,185,,blun7 a swishland,,,,63,tha Supreme,7426611,https://open.spotify.com/track/0oR0Wr9N52K1vbAOuGvMJz,0,0,0,0,0,0,0,0
24,7k4t7uLgtOxPwTpFmtJNTY,Tusa,KAROL G,790FomKkXshlbRYZFtlgla,7288619,"['latin', 'reggaeton']",89,0.803,0.715,2,-3.28,1,0.298,0.295,0.000134,0.0574,0.574,101.085,0.715,7k4t7uLgtOxPwTpFmtJNTY,spotify:track:7k4t7uLgtOxPwTpFmtJNTY,https://api.spotify.com/v1/tracks/7k4t7uLgtOxPwTpFmtJNTY,https://api.spotify.com/v1/audio-analysis/7k4t7uLgtOxPwTpFmtJNTY,200960,4,186,,Tusa,,,,67,KAROL G,7210300,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY,0,0,0,0,0,0,0,0
25,7k4t7uLgtOxPwTpFmtJNTY,Tusa,KAROL G,790FomKkXshlbRYZFtlgla,7288619,"['latin', 'reggaeton']",89,0.803,0.715,2,-3.28,1,0.298,0.295,0.000134,0.0574,0.574,101.085,0.715,7k4t7uLgtOxPwTpFmtJNTY,spotify:track:7k4t7uLgtOxPwTpFmtJNTY,https://api.spotify.com/v1/tracks/7k4t7uLgtOxPwTpFmtJNTY,https://api.spotify.com/v1/audio-analysis/7k4t7uLgtOxPwTpFmtJNTY,200960,4,186,,Tusa,,,,67,KAROL G,7210300,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY,0,0,0,0,0,0,0,0
26,1VJwtWR6z7SpZRwipI12be,Candy,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,639331,"['la indie', 'pop', 'pop rap']",84,0.689,0.516,8,-5.857,1,0.0444,0.513,0.0,0.163,0.209,124.876,0.516,1VJwtWR6z7SpZRwipI12be,spotify:track:1VJwtWR6z7SpZRwipI12be,https://api.spotify.com/v1/tracks/1VJwtWR6z7SpZRwipI12be,https://api.spotify.com/v1/audio-analysis/1VJwtWR6z7SpZRwipI12be,190920,4,187,,Candy,,,,90,Doja Cat,6373833,https://open.spotify.com/track/1VJwtWR6z7SpZRwipI12be,0,0,0,0,0,0,0,0
27,1VJwtWR6z7SpZRwipI12be,Candy,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,639331,"['la indie', 'pop', 'pop rap']",84,0.689,0.516,8,-5.857,1,0.0444,0.513,0.0,0.163,0.209,124.876,0.516,1VJwtWR6z7SpZRwipI12be,spotify:track:1VJwtWR6z7SpZRwipI12be,https://api.spotify.com/v1/tracks/1VJwtWR6z7SpZRwipI12be,https://api.spotify.com/v1/audio-analysis/1VJwtWR6z7SpZRwipI12be,190920,4,187,,Candy,,,,90,Doja Cat,6373833,https://open.spotify.com/track/1VJwtWR6z7SpZRwipI12be,0,0,0,0,0,0,0,0
28,3ZCTVFBt2Brf31RLEnCkWJ,everything i wanted,Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,16487066,"['electropop', 'pop']",97,0.704,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,0.243,120.006,0.225,3ZCTVFBt2Brf31RLEnCkWJ,spotify:track:3ZCTVFBt2Brf31RLEnCkWJ,https://api.spotify.com/v1/tracks/3ZCTVFBt2Brf31RLEnCkWJ,https://api.spotify.com/v1/audio-analysis/3ZCTVFBt2Brf31RLEnCkWJ,245426,4,188,,everything i wanted,,,,102,Billie Eilish,6039402,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ,0,0,0,0,0,0,0,0
29,3ZCTVFBt2Brf31RLEnCkWJ,everything i wanted,Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,16487066,"['electropop', 'pop']",97,0.704,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,0.243,120.006,0.225,3ZCTVFBt2Brf31RLEnCkWJ,spotify:track:3ZCTVFBt2Brf31RLEnCkWJ,https://api.spotify.com/v1/tracks/3ZCTVFBt2Brf31RLEnCkWJ,https://api.spotify.com/v1/audio-analysis/3ZCTVFBt2Brf31RLEnCkWJ,245426,4,188,,everything i wanted,,,,102,Billie Eilish,6039402,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ,0,0,0,0,0,0,0,0
30,5C0ivQMxes2lWuOANhvVAm,GIANTS,True Damage,7xX15v6ahAkcT14kHfB9wB,20500,[],70,0.642,0.683,1,-5.386,1,0.262,0.0834,0.0,0.155,0.584,154.881,0.683,5C0ivQMxes2lWuOANhvVAm,spotify:track:5C0ivQMxes2lWuOANhvVAm,https://api.spotify.com/v1/tracks/5C0ivQMxes2lWuOANhvVAm,https://api.spotify.com/v1/audio-analysis/5C0ivQMxes2lWuOANhvVAm,191720,4,189,,GIANTS,,,,132,True Damage,5316124,https://open.spotify.com/track/5C0ivQMxes2lWuOANhvVAm,0,0,0,0,0,0,0,0
31,5C0ivQMxes2lWuOANhvVAm,GIANTS,True Damage,7xX15v6ahAkcT14kHfB9wB,20500,[],70,0.642,0.683,1,-5.386,1,0.262,0.0834,0.0,0.155,0.584,154.881,0.683,5C0ivQMxes2lWuOANhvVAm,spotify:track:5C0ivQMxes2lWuOANhvVAm,https://api.spotify.com/v1/tracks/5C0ivQMxes2lWuOANhvVAm,https://api.spotify.com/v1/audio-analysis/5C0ivQMxes2lWuOANhvVAm,191720,4,189,,GIANTS,,,,132,True Damage,5316124,https://open.spotify.com/track/5C0ivQMxes2lWuOANhvVAm,0,0,0,0,0,0,0,0
32,2a3dopgTF1q4rMVDJ1rwBU,Push My Luck,The Chainsmokers,69GGBxA162lTqCwzJG5jLp,14625745,"['electropop', 'pop', 'tropical house']",90,0.584,0.643,2,-6.415,1,0.0395,0.288,0.0,0.186,0.53,90.036,0.643,2a3dopgTF1q4rMVDJ1rwBU,spotify:track:2a3dopgTF1q4rMVDJ1rwBU,https://api.spotify.com/v1/tracks/2a3dopgTF1q4rMVDJ1rwBU,https://api.spotify.com/v1/audio-analysis/2a3dopgTF1q4rMVDJ1rwBU,181844,4,190,,Push My Luck,,,,135,The Chainsmokers,5256517,https://open.spotify.com/track/2a3dopgTF1q4rMVDJ1rwBU,0,0,0,0,0,0,0,0
33,2a3dopgTF1q4rMVDJ1rwBU,Push My Luck,The Chainsmokers,69GGBxA162lTqCwzJG5jLp,14625745,"['electropop', 'pop', 'tropical house']",90,0.584,0.643,2,-6.415,1,0.0395,0.288,0.0,0.186,0.53,90.036,0.643,2a3dopgTF1q4rMVDJ1rwBU,spotify:track:2a3dopgTF1q4rMVDJ1rwBU,https://api.spotify.com/v1/tracks/2a3dopgTF1q4rMVDJ1rwBU,https://api.spotify.com/v1/audio-analysis/2a3dopgTF1q4rMVDJ1rwBU,181844,4,190,,Push My Luck,,,,135,The Chainsmokers,5256517,https://open.spotify.com/track/2a3dopgTF1q4rMVDJ1rwBU,0,0,0,0,0,0,0,0
34,2kJwzbxV2ppxnQoYw4GLBZ,If The World Was Ending (feat. Julia Michaels),JP Saxe,66W9LaWS0DPdL7Sz8iYGYe,28810,"['canadian contemporary r&b', 'electropop', 'pop']",74,0.464,0.473,1,-10.086,1,0.129,0.866,0.0,0.109,0.604,75.801,0.473,2kJwzbxV2ppxnQoYw4GLBZ,spotify:track:2kJwzbxV2ppxnQoYw4GLBZ,https://api.spotify.com/v1/tracks/2kJwzbxV2ppxnQoYw4GLBZ,https://api.spotify.com/v1/audio-analysis/2kJwzbxV2ppxnQoYw4GLBZ,208687,4,191,,If The World Was Ending (feat. Julia Michaels),,,,156,JP Saxe,4810030,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ,0,0,0,0,0,0,0,0
35,2kJwzbxV2ppxnQoYw4GLBZ,If The World Was Ending (feat. Julia Michaels),JP Saxe,66W9LaWS0DPdL7Sz8iYGYe,28810,"['canadian contemporary r&b', 'electropop', 'pop']",74,0.464,0.473,1,-10.086,1,0.129,0.866,0.0,0.109,0.604,75.801,0.473,2kJwzbxV2ppxnQoYw4GLBZ,spotify:track:2kJwzbxV2ppxnQoYw4GLBZ,https://api.spotify.com/v1/tracks/2kJwzbxV2ppxnQoYw4GLBZ,https://api.spotify.com/v1/audio-analysis/2kJwzbxV2ppxnQoYw4GLBZ,208687,4,191,,If The World Was Ending (feat. Julia Michaels),,,,156,JP Saxe,4810030,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ,0,0,0,0,0,0,0,0
36,0dDboLfmRNsTBscy4j3Rnl,Hasta Que Salga el Sol,Ozuna,1i8SpTcr7yvPOmcqrbnVXY,20329848,"['latin', 'puerto rican pop', 'reggaeton', 'trap latino']",98,0.826,0.816,1,-4.608,0,0.0683,0.0201,0.000939,0.127,0.598,96.042,0.816,0dDboLfmRNsTBscy4j3Rnl,spotify:track:0dDboLfmRNsTBscy4j3Rnl,https://api.spotify.com/v1/tracks/0dDboLfmRNsTBscy4j3Rnl,https://api.spotify.com/v1/audio-analysis/0dDboLfmRNsTBscy4j3Rnl,188480,4,193,,Hasta Que Salga el Sol,,,,182,Ozuna,4580982,https://open.spotify.com/track/6ofuqm2qLMi9lBFEF9mJMb,0,0,0,0,0,0,0,0
37,0dDboLfmRNsTBscy4j3Rnl,Hasta Que Salga el Sol,Ozuna,1i8SpTcr7yvPOmcqrbnVXY,20329848,"['latin', 'puerto rican pop', 'reggaeton', 'trap latino']",98,0.826,0.816,1,-4.608,0,0.0683,0.0201,0.000939,0.127,0.598,96.042,0.816,0dDboLfmRNsTBscy4j3Rnl,spotify:track:0dDboLfmRNsTBscy4j3Rnl,https://api.spotify.com/v1/tracks/0dDboLfmRNsTBscy4j3Rnl,https://api.spotify.com/v1/audio-analysis/0dDboLfmRNsTBscy4j3Rnl,188480,4,193,,Hasta Que Salga el Sol,,,,182,Ozuna,4580982,https://open.spotify.com/track/6ofuqm2qLMi9lBFEF9mJMb,0,0,0,0,0,0,0,0
38,0qaWEvPkts34WF68r8Dzx9,Turn Me On (feat. Vula),Riton,7i9j813KFoSBMldGqlh2Z1,42658,"['house', 'uk dance']",75,0.737,0.828,11,-4.711,1,0.0396,0.0149,0.000583,0.0862,0.517,124.052,0.828,0qaWEvPkts34WF68r8Dzx9,spotify:track:0qaWEvPkts34WF68r8Dzx9,https://api.spotify.com/v1/tracks/0qaWEvPkts34WF68r8Dzx9,https://api.spotify.com/v1/audio-analysis/0qaWEvPkts34WF68r8Dzx9,208474,4,194,,Turn Me On (feat. Vula),,,,184,Riton,4569957,https://open.spotify.com/track/0qaWEvPkts34WF68r8Dzx9,0,0,0,0,0,0,0,0
